case_id,config_hash,environment_id,experiment,stage,algorithm,n,S,x,seed,repeat,measurement_mode,comparisons,cpu_seconds,wall_seconds,sort_batch_size,cpu_total_seconds,wall_total_seconds,order_position,length_ok,order_ok,integrity_method,integrity_ok,input_sum,input_sum_squares,input_xor,dataset_sha256,output_sha256,rss_bytes_after,python_version,platform,completed_utc
tune:3000:0:hybrid:32:counted,fae87c98836c6b12625f5a651a5cdaeae9e210b215a7afc073e3905302db1f28,3250f7dcb58c3614,c(ii)+c(iii),tune,hybrid,3000,32,100,32300,0,counted,39693,,,1,,,0,True,True,exact_histogram+sum+squares+xor,True,153946,10413924,98,7b005b3c569bea0421db22a3e2f062640564bf842632d57c85e97aa0940f62bf,59a5cebabfea291affc5235a7675d401e974038269fb72096c34beca90f59ddd,29507584,3.13.6,Windows-11-10.0.26200-SP0,2026-09-14T13:04:06.821995+00:00
tune:3000:0:hybrid:8:timed,fae87c98836c6b12625f5a651a5cdaeae9e210b215a7afc073e3905302db1f28,3250f7dcb58c3614,c(ii)+c(iii),tune,hybrid,3000,8,100,32300,0,timed,,0.010416666666666666,0.009237816673703492,6,0.0625,0.05542690004222095,1,True,True,exact_histogram+sum+squares+xor,True,153946,10413924,98,7b005b3c569bea0421db22a3e2f062640564bf842632d57c85e97aa0940f62bf,59a5cebabfea291affc5235a7675d401e974038269fb72096c34beca90f59ddd,29581312,3.13.6,Windows-11-10.0.26200-SP0,2026-09-14T13:04:06.891900+00:00
tune:3000:0:hybrid:8:counted,fae87c98836c6b12625f5a651a5cdaeae9e210b215a7afc073e3905302db1f28,3250f7dcb58c3614,c(ii)+c(iii),tune,hybrid,3000,8,100,32300,0,counted,31355,,,1,,,2,True,True,exact_histogram+sum+squares+xor,True,153946,10413924,98,7b005b3c569bea0421db22a3e2f062640564bf842632d57c85e97aa0940f62bf,59a5cebabfea291affc5235a7675d401e974038269fb72096c34beca90f59ddd,29581312,3.13.6,Windows-11-10.0.26200-SP0,2026-09-14T13:04:06.916516+00:00
tune:3000:0:hybrid:16:counted,fae87c98836c6b12625f5a651a5cdaeae9e210b215a7afc073e3905302db1f28,3250f7dcb58c3614,c(ii)+c(iii),tune,hybrid,3000,16,100,32300,0,counted,33541,,,1,,,3,True,True,exact_histogram+sum+squares+xor,True,153946,10413924,98,7b005b3c569bea0421db22a3e2f062640564bf842632d57c85e97aa0940f62bf,59a5cebabfea291affc5235a7675d401e974038269fb72096c34beca90f59ddd,29581312,3.13.6,Windows-11-10.0.26200-SP0,2026-09-14T13:04:06.942037+00:00
tune:3000:0:hybrid:4:counted,fae87c98836c6b12625f5a651a5cdaeae9e210b215a7afc073e3905302db1f28,3250f7dcb58c3614,c(ii)+c(iii),tune,hybrid,3000,4,100,32300,0,counted,30807,,,1,,,4,True,True,exact_histogram+sum+squares+xor,True,153946,10413924,98,7b005b3c569bea0421db22a3e2f062640564bf842632d57c85e97aa0940f62bf,59a5cebabfea291affc5235a7675d401e974038269fb72096c34beca90f59ddd,29581312,3.13.6,Windows-11-10.0.26200-SP0,2026-09-14T13:04:06.969835+00:00
tune:3000:0:hybrid:1:timed,fae87c98836c6b12625f5a651a5cdaeae9e210b215a7afc073e3905302db1f28,3250f7dcb58c3614,c(ii)+c(iii),tune,hybrid,3000,1,100,32300,0,timed,,0.015625,0.01574550000562643,6,0.09375,0.09447300003375858,5,True,True,exact_histogram+sum+squares+xor,True,153946,10413924,98,7b005b3c569bea0421db22a3e2f062640564bf842632d57c85e97aa0940f62bf,59a5cebabfea291affc5235a7675d401e974038269fb72096c34beca90f59ddd,29581312,3.13.6,Windows-11-10.0.26200-SP0,2026-09-14T13:04:07.077865+00:00
tune:3000:0:hybrid:1:counted,fae87c98836c6b12625f5a651a5cdaeae9e210b215a7afc073e3905302db1f28,3250f7dcb58c3614,c(ii)+c(iii),tune,hybrid,3000,1,100,32300,0,counted,30809,,,1,,,6,True,True,exact_histogram+sum+squares+xor,True,153946,10413924,98,7b005b3c569bea0421db22a3e2f062640564bf842632d57c85e97aa0940f62bf,59a5cebabfea291affc5235a7675d401e974038269fb72096c34beca90f59ddd,29585408,3.13.6,Windows-11-10.0.26200-SP0,2026-09-14T13:04:07.109596+00:00
tune:3000:0:hybrid:4:timed,fae87c98836c6b12625f5a651a5cdaeae9e210b215a7afc073e3905302db1f28,3250f7dcb58c3614,c(ii)+c(iii),tune,hybrid,3000,4,100,32300,0,timed,,0.010416666666666666,0.011999266648975512,6,0.0625,0.07199559989385307,7,True,True,exact_histogram+sum+squares+xor,True,153946,10413924,98,7b005b3c569bea0421db22a3e2f062640564bf842632d57c85e97aa0940f62bf,59a5cebabfea291affc5235a7675d401e974038269fb72096c34beca90f59ddd,29585408,3.13.6,Windows-11-10.0.26200-SP0,2026-09-14T13:04:07.195516+00:00
tune:3000:0:hybrid:32:timed,fae87c98836c6b12625f5a651a5cdaeae9e210b215a7afc073e3905302db1f28,3250f7dcb58c3614,c(ii)+c(iii),tune,hybrid,3000,32,100,32300,0,timed,,0.010416666666666666,0.010880816650266448,6,0.0625,0.06528489990159869,8,True,True,exact_histogram+sum+squares+xor,True,153946,10413924,98,7b005b3c569bea0421db22a3e2f062640564bf842632d57c85e97aa0940f62bf,59a5cebabfea291affc5235a7675d401e974038269fb72096c34beca90f59ddd,29585408,3.13.6,Windows-11-10.0.26200-SP0,2026-09-14T13:04:07.276183+00:00
tune:3000:0:hybrid:16:timed,fae87c98836c6b12625f5a651a5cdaeae9e210b215a7afc073e3905302db1f28,3250f7dcb58c3614,c(ii)+c(iii),tune,hybrid,3000,16,100,32300,0,timed,,0.010416666666666666,0.01001073334676524,6,0.0625,0.06006440008059144,9,True,True,exact_histogram+sum+squares+xor,True,153946,10413924,98,7b005b3c569bea0421db22a3e2f062640564bf842632d57c85e97aa0940f62bf,59a5cebabfea291affc5235a7675d401e974038269fb72096c34beca90f59ddd,29589504,3.13.6,Windows-11-10.0.26200-SP0,2026-09-14T13:04:07.351782+00:00
